PUFC05_AGE,PUFC06_MSTAT,PUFC04_SEX,PUFC07_GRADE,PUFC08_CURSCH,PUFC38_PREVJOB,PUFC31_FLWRK,PUFC30_LOOKW,PUFC34_WYNOT
41,2,2,700,-1,-1,-1,-1,-1
15,1,2,700,1,2,-1,2,8
30,1,2,700,-1,-1,-1,-1,-1
33,2,1,700,-1,-1,-1,-1,-1
8,1,2,700,1,-1,-1,-1,-1
28,2,2,700,-1,-1,-1,-1,-1
6,1,1,700,1,-1,-1,-1,-1
57,2,1,700,-1,1,-1,2,3
61,2,2,700,-1,1,-1,2,7
45,2,2,700,-1,1,-1,2,7
60,2,2,700,-1,1,-1,2,7
36,2,1,700,-1,-1,-1,-1,-1
13,1,1,700,1,-1,-1,-1,-1
10,1,2,700,1,-1,-1,-1,-1
17,1,1,700,1,2,-1,2,8
17,1,2,700,1,2,-1,2,8
63,2,1,700,-1,1,-1,2,6
18,1,1,700,2,1,-1,2,2
46,1,2,700,-1,-1,-1,-1,-1
8,1,1,700,1,-1,-1,-1,-1
12,1,2,700,1,-1,-1,-1,-1
67,2,2,700,-1,-1,-1,-1,-1
39,2,2,700,-1,-1,-1,-1,-1
28,2,2,700,-1,1,-1,2,7
62,4,2,700,-1,1,-1,2,6
24,2,2,700,2,1,-1,2,7
33,2,2,700,-1,-1,-1,-1,-1
6,1,2,700,1,-1,-1,-1,-1
5,1,1,700,1,-1,-1,-1,-1
7,1,2,700,1,-1,-1,-1,-1
37,2,2,700,-1,1,-1,2,7
32,2,2,700,-1,1,-1,2,7
74,2,2,700,-1,1,-1,2,6
14,1,2,700,1,-1,-1,-1,-1
22,2,2,700,2,2,-1,2,7
6,1,2,700,1,-1,-1,-1,-1
40,2,2,700,-1,1,-1,2,7
12,1,1,700,1,-1,-1,-1,-1
10,1,1,700,1,-1,-1,-1,-1
51,2,1,700,-1,-1,-1,-1,-1
15,1,1,700,2,-1,-1,-1,-1
20,2,2,700,2,1,-1,2,7
25,1,1,700,-1,2,1,1,-1
30,2,1,700,-1,-1,-1,-1,-1
56,3,2,700,-1,-1,-1,-1,-1
47,2,2,700,-1,-1,-1,-1,-1
18,1,1,700,1,2,-1,2,8
51,2,2,700,-1,-1,-1,-1,-1
6,1,2,700,1,-1,-1,-1,-1
67,1,2,700,-1,1,-1,2,6
11,1,2,700,1,-1,-1,-1,-1
11,1,1,700,1,-1,-1,-1,-1
50,2,2,700,-1,2,-1,2,7
61,3,2,700,-1,-1,-1,-1,-1
6,1,2,700,1,-1,-1,-1,-1
13,1,2,700,1,-1,-1,-1,-1
13,1,2,700,1,-1,-1,-1,-1
47,2,1,700,-1,1,-1,2,7
21,2,2,700,2,2,-1,2,7
28,1,1,700,-1,-1,-1,-1,-1
46,2,1,700,-1,-1,-1,-1,-1
13,1,2,700,1,-1,-1,-1,-1
14,1,1,700,1,-1,-1,-1,-1
14,1,2,700,1,-1,-1,-1,-1
25,1,1,700,-1,-1,-1,-1,-1
30,1,1,700,-1,-1,-1,-1,-1
35,1,1,700,-1,-1,-1,-1,-1
28,1,1,700,-1,-1,-1,-1,-1
47,2,1,700,-1,-1,-1,-1,-1
74,3,2,700,-1,1,-1,2,7
24,2,2,700,1,2,-1,2,8
14,1,2,700,1,-1,-1,-1,-1
40,2,2,700,-1,-1,-1,-1,-1
9,1,1,700,1,-1,-1,-1,-1
35,2,2,700,-1,1,-1,2,7
71,2,1,700,-1,-1,-1,-1,-1
52,4,1,700,-1,-1,-1,-1,-1
6,1,1,700,1,-1,-1,-1,-1
43,2,1,700,-1,-1,-1,-1,-1
36,2,1,700,-1,-1,-1,-1,-1
29,2,1,700,-1,-1,-1,-1,-1
14,1,1,700,1,-1,-1,-1,-1
31,2,2,700,-1,1,-1,2,8
13,1,2,700,1,-1,-1,-1,-1
15,1,1,700,2,-1,-1,-1,-1
33,2,2,700,-1,-1,-1,-1,-1
15,1,1,700,2,2,-1,2,6
32,2,1,700,-1,-1,-1,-1,-1
18,1,1,700,1,2,-1,2,8
28,2,1,700,-1,-1,-1,-1,-1
32,2,2,700,-1,1,-1,2,7
41,2,1,700,-1,-1,-1,-1,-1
29,2,1,700,-1,-1,-1,-1,-1
39,2,2,700,-1,-1,-1,-1,-1
30,4,1,700,-1,-1,-1,-1,-1
46,3,2,700,-1,1,-1,2,1
52,2,1,700,-1,-1,-1,-1,-1
22,1,1,700,2,2,1,1,-1
19,1,1,700,1,2,-1,2,8
22,1,1,700,2,-1,-1,-1,-1
73,2,2,700,-1,-1,-1,-1,-1
21,2,1,700,2,-1,-1,-1,-1
9,1,2,700,1,-1,-1,-1,-1
35,2,1,700,-1,-1,-1,-1,-1
22,2,2,700,2,2,-1,2,7
46,2,1,700,-1,-1,-1,-1,-1
52,2,1,700,-1,1,-1,2,7
15,1,1,700,1,2,-1,2,8
24,2,2,700,2,-1,-1,-1,-1
53,1,2,700,-1,-1,-1,-1,-1
13,1,2,700,1,-1,-1,-1,-1
77,2,2,700,-1,1,-1,2,6
10,1,1,700,1,-1,-1,-1,-1
21,1,1,700,2,1,-1,2,3
54,2,1,700,-1,-1,-1,-1,-1
12,1,1,700,1,-1,-1,-1,-1
34,2,1,700,-1,-1,-1,-1,-1
23,1,2,700,2,2,2,1,-1
13,1,1,700,1,-1,-1,-1,-1
59,2,2,700,-1,-1,-1,-1,-1
25,1,1,700,-1,1,-1,2,7
17,1,1,700,1,2,-1,2,8
46,1,2,700,-1,2,-1,2,7
47,2,1,700,-1,-1,-1,-1,-1
29,2,1,700,-1,-1,-1,-1,-1
21,1,2,700,2,-1,-1,-1,-1
43,2,2,700,-1,-1,-1,-1,-1
8,1,1,700,1,-1,-1,-1,-1
28,1,2,700,-1,-1,-1,-1,-1
62,2,2,700,-1,1,-1,2,7
19,1,2,700,2,-1,-1,-1,-1
22,1,2,700,2,1,-1,2,9
25,1,1,700,-1,1,2,1,-1
56,2,1,700,-1,-1,-1,-1,-1
21,1,1,700,2,-1,-1,-1,-1
23,2,1,700,2,-1,-1,-1,-1
55,2,1,700,-1,-1,-1,-1,-1
51,2,1,700,-1,-1,-1,-1,-1
33,1,2,700,-1,-1,-1,-1,-1
13,1,1,700,1,-1,-1,-1,-1
72,2,1,700,-1,1,-1,2,6
49,2,1,700,-1,-1,-1,-1,-1
20,1,2,700,2,-1,-1,-1,-1
66,1,1,700,-1,1,-1,2,6
7,1,1,700,1,-1,-1,-1,-1
77,2,1,700,-1,1,-1,2,6
7,1,2,700,1,-1,-1,-1,-1
79,3,2,700,-1,1,-1,2,6
18,1,1,700,1,-1,-1,-1,-1
52,2,2,700,-1,-1,-1,-1,-1
29,2,1,700,-1,-1,-1,-1,-1
14,1,1,700,1,-1,-1,-1,-1
53,2,1,700,-1,-1,-1,-1,-1
14,1,1,700,1,-1,-1,-1,-1
57,2,2,700,-1,-1,-1,-1,-1
19,1,2,700,2,2,-1,2,7
12,1,1,700,1,-1,-1,-1,-1
32,2,1,700,-1,-1,-1,-1,-1
5,1,1,700,1,-1,-1,-1,-1
12,1,2,700,1,-1,-1,-1,-1
17,1,1,700,1,2,-1,2,8
10,1,1,700,1,-1,-1,-1,-1
19,1,2,700,2,-1,-1,-1,-1
58,2,1,700,-1,-1,-1,-1,-1
6,1,1,700,1,-1,-1,-1,-1
18,1,2,700,1,2,-1,2,8
56,2,1,700,-1,-1,-1,-1,-1
42,2,1,700,-1,-1,-1,-1,-1
12,1,2,700,1,-1,-1,-1,-1
79,3,2,700,-1,1,-1,2,6
23,1,1,700,2,-1,-1,-1,-1
13,1,2,700,1,-1,-1,-1,-1
10,1,1,700,1,-1,-1,-1,-1
16,1,2,700,1,-1,-1,-1,-1
6,1,2,700,1,-1,-1,-1,-1
63,2,2,700,-1,-1,-1,-1,-1
11,1,1,700,1,-1,-1,-1,-1
21,1,2,700,1,2,-1,2,8
10,1,2,700,1,-1,-1,-1,-1
9,1,1,700,1,-1,-1,-1,-1
41,2,2,700,-1,1,-1,2,3
39,2,2,700,-1,-1,-1,-1,-1
20,1,2,700,2,2,-1,2,7
50,2,1,700,-1,-1,-1,-1,-1
7,1,1,700,1,-1,-1,-1,-1
30,2,2,700,-1,-1,-1,-1,-1
19,1,1,700,2,-1,-1,-1,-1
61,2,1,700,-1,-1,-1,-1,-1
12,1,2,700,1,-1,-1,-1,-1
74,2,1,700,-1,-1,-1,-1,-1
11,1,2,700,1,-1,-1,-1,-1
33,2,1,700,-1,-1,-1,-1,-1
33,2,2,700,-1,1,-1,2,9
64,2,1,700,-1,-1,-1,-1,-1
41,2,1,700,-1,-1,-1,-1,-1
13,1,2,700,1,-1,-1,-1,-1
15,1,2,700,2,2,-1,2,6
7,1,2,700,1,-1,-1,-1,-1
34,2,1,700,-1,-1,-1,-1,-1
45,2,1,700,-1,-1,-1,-1,-1
15,1,1,700,1,2,-1,2,8
42,2,1,700,-1,-1,-1,-1,-1
5,1,1,700,1,-1,-1,-1,-1
10,1,2,700,1,-1,-1,-1,-1
29,2,1,700,-1,-1,-1,-1,-1
59,2,2,700,-1,-1,-1,-1,-1
21,1,1,700,2,1,-1,2,2
51,2,2,700,-1,-1,-1,-1,-1
58,2,1,700,-1,-1,-1,-1,-1
14,1,1,700,1,-1,-1,-1,-1
28,1,2,700,-1,-1,-1,-1,-1
8,1,2,700,1,-1,-1,-1,-1
24,2,2,700,2,-1,-1,-1,-1
40,2,1,700,-1,-1,-1,-1,-1
8,1,2,700,1,-1,-1,-1,-1
63,2,1,700,-1,-1,-1,-1,-1
36,2,1,700,-1,-1,-1,-1,-1
21,1,2,700,2,-1,-1,-1,-1
67,3,2,700,-1,1,-1,2,6
35,2,2,700,-1,-1,-1,-1,-1
28,2,1,700,-1,-1,-1,-1,-1
67,2,2,700,-1,1,-1,2,6
7,1,1,700,1,-1,-1,-1,-1
8,1,1,700,1,-1,-1,-1,-1
44,2,2,700,-1,-1,-1,-1,-1
56,2,1,700,-1,-1,-1,-1,-1
5,1,2,700,1,-1,-1,-1,-1
25,2,1,700,-1,1,-1,2,5
69,3,2,700,-1,-1,-1,-1,-1
67,2,1,700,-1,1,2,1,-1
13,1,1,700,1,-1,-1,-1,-1
8,1,1,700,1,-1,-1,-1,-1
22,1,2,700,2,2,-1,2,6
7,1,2,700,1,-1,-1,-1,-1
40,2,1,700,-1,-1,-1,-1,-1
21,1,2,700,1,2,-1,2,8
35,2,1,700,-1,-1,-1,-1,-1
8,1,1,700,1,-1,-1,-1,-1
27,1,2,700,-1,-1,-1,-1,-1
34,2,1,700,-1,-1,-1,-1,-1
11,1,2,700,1,-1,-1,-1,-1
59,1,2,700,-1,1,-1,2,7
38,2,2,700,-1,-1,-1,-1,-1
9,1,2,700,1,-1,-1,-1,-1
44,1,1,700,-1,-1,-1,-1,-1
36,2,2,700,-1,-1,-1,-1,-1
22,1,1,700,2,-1,-1,-1,-1
17,1,1,700,1,2,-1,2,8
41,2,1,700,-1,-1,-1,-1,-1
76,2,1,700,-1,1,-1,2,6
43,1,2,700,-1,-1,-1,-1,-1
11,1,2,700,1,-1,-1,-1,-1
18,1,2,700,1,2,-1,2,8
10,1,2,700,1,-1,-1,-1,-1
19,1,2,700,1,2,-1,2,8
10,1,2,700,1,-1,-1,-1,-1
74,2,2,700,-1,2,-1,2,7
24,2,2,700,2,1,-1,2,7
13,1,2,700,1,-1,-1,-1,-1
10,1,1,700,1,-1,-1,-1,-1
24,2,2,700,2,-1,-1,-1,-1
17,1,2,700,1,2,-1,2,8
19,1,2,700,1,-1,-1,-1,-1
53,2,1,700,-1,-1,-1,-1,-1
18,1,2,700,2,2,-1,2,7
15,1,2,700,1,2,-1,2,8
44,2,1,700,-1,-1,-1,-1,-1
12,1,2,700,1,-1,-1,-1,-1
37,2,1,700,-1,-1,-1,-1,-1
6,1,1,700,1,-1,-1,-1,-1
36,2,2,700,-1,-1,-1,-1,-1
30,1,2,700,-1,2,-1,2,7
17,1,2,700,2,-1,-1,-1,-1
40,1,1,700,-1,-1,-1,-1,-1
31,2,2,700,-1,2,-1,2,7
13,1,1,700,1,-1,-1,-1,-1
33,2,1,700,-1,-1,-1,-1,-1
44,2,2,700,-1,-1,-1,-1,-1
85,2,1,700,-1,1,-1,2,6
30,2,2,700,-1,-1,-1,-1,-1
14,1,1,700,1,-1,-1,-1,-1
7,1,2,700,1,-1,-1,-1,-1
21,2,2,700,2,1,-1,2,7
14,1,2,700,1,-1,-1,-1,-1
11,1,1,700,1,-1,-1,-1,-1
31,1,2,700,-1,-1,-1,-1,-1
47,2,1,700,-1,-1,-1,-1,-1
20,1,1,700,2,-1,-1,-1,-1
23,2,2,700,2,-1,-1,-1,-1
12,1,2,700,1,-1,-1,-1,-1
8,1,1,700,1,-1,-1,-1,-1
28,2,2,700,-1,1,-1,2,1
21,1,2,700,2,1,-1,2,7
48,2,2,700,-1,-1,-1,-1,-1
36,2,1,700,-1,-1,-1,-1,-1
7,1,1,700,2,-1,-1,-1,-1
13,1,1,700,1,-1,-1,-1,-1
24,2,1,700,2,-1,-1,-1,-1
7,1,1,700,1,-1,-1,-1,-1
15,1,2,700,1,2,-1,2,8
7,1,2,700,1,-1,-1,-1,-1
21,1,2,700,2,-1,-1,-1,-1
33,2,2,700,-1,-1,-1,-1,-1
12,1,1,700,1,-1,-1,-1,-1
23,2,2,700,2,1,-1,2,7
39,2,2,700,-1,-1,-1,-1,-1
28,2,1,700,-1,-1,-1,-1,-1
9,1,2,700,1,-1,-1,-1,-1
23,1,2,700,2,1,-1,2,7
10,1,2,700,1,-1,-1,-1,-1
30,2,1,700,-1,-1,-1,-1,-1
10,1,2,700,1,-1,-1,-1,-1
14,1,1,700,2,-1,-1,-1,-1
26,2,1,700,-1,-1,-1,-1,-1
36,4,2,700,-1,-1,-1,-1,-1
9,1,1,700,1,-1,-1,-1,-1
6,1,1,700,1,-1,-1,-1,-1
35,2,1,700,-1,-1,-1,-1,-1
32,1,1,700,-1,-1,-1,-1,-1
59,2,1,700,-1,1,-1,2,7
41,2,1,700,-1,-1,-1,-1,-1
64,2,2,700,-1,1,-1,2,6
16,1,2,700,1,2,-1,2,8
46,2,2,700,-1,1,-1,2,7
46,3,1,700,-1,-1,-1,-1,-1
8,1,2,700,1,-1,-1,-1,-1
19,1,1,700,1,1,-1,2,3
39,3,2,700,-1,1,-1,2,7
40,2,1,700,-1,-1,-1,-1,-1
14,1,2,700,1,-1,-1,-1,-1
13,1,1,700,1,-1,-1,-1,-1
45,1,1,700,-1,-1,-1,-1,-1
68,2,1,700,-1,-1,-1,-1,-1
17,1,2,700,1,2,-1,2,8
25,2,1,700,-1,-1,-1,-1,-1
15,1,1,700,1,2,-1,2,8
67,2,1,700,-1,-1,-1,-1,-1
64,2,1,700,-1,-1,-1,-1,-1
31,2,1,700,-1,-1,-1,-1,-1
40,1,1,700,-1,-1,-1,-1,-1
32,2,1,700,-1,-1,-1,-1,-1
32,2,2,700,-1,-1,-1,-1,-1
9,1,1,700,1,-1,-1,-1,-1
20,2,1,700,2,1,-1,2,7
32,2,2,700,-1,1,-1,2,7
10,1,2,700,2,-1,-1,-1,-1
40,1,1,700,-1,-1,-1,-1,-1
28,1,1,700,-1,-1,-1,-1,-1
20,1,2,700,2,-1,-1,-1,-1
31,2,2,700,-1,1,-1,2,7
42,3,2,700,-1,-1,-1,-1,-1
35,2,1,700,-1,-1,-1,-1,-1
10,1,2,700,1,-1,-1,-1,-1
62,2,2,700,-1,-1,-1,-1,-1
17,1,2,700,2,1,-1,2,7
5,1,1,700,1,-1,-1,-1,-1
34,1,1,700,-1,-1,-1,-1,-1
9,1,2,700,1,-1,-1,-1,-1
36,2,1,700,-1,-1,-1,-1,-1
37,2,1,700,-1,-1,-1,-1,-1
11,1,1,700,1,-1,-1,-1,-1
20,1,2,700,2,1,-1,2,3
16,1,1,700,2,2,-1,2,6
62,2,1,700,-1,-1,-1,-1,-1
6,1,1,700,1,-1,-1,-1,-1
47,2,1,700,-1,-1,-1,-1,-1
24,1,1,700,2,-1,-1,-1,-1
30,2,1,700,-1,-1,-1,-1,-1
72,3,2,700,-1,1,-1,2,6
12,1,2,700,1,-1,-1,-1,-1
59,2,1,700,-1,1,-1,2,7
20,1,1,700,2,2,-1,2,1
89,3,2,700,-1,1,-1,2,6
12,1,2,700,1,-1,-1,-1,-1
32,2,2,700,-1,1,-1,2,7
13,1,1,700,1,-1,-1,-1,-1
9,1,1,700,1,-1,-1,-1,-1
6,1,2,700,1,-1,-1,-1,-1
51,2,2,700,-1,-1,-1,-1,-1
28,4,2,700,-1,-1,-1,-1,-1
19,1,2,700,2,2,-1,2,6
70,3,2,700,-1,-1,-1,-1,-1
6,1,2,700,1,-1,-1,-1,-1
16,1,2,700,1,2,-1,2,8
14,1,2,700,1,-1,-1,-1,-1
54,2,1,700,-1,-1,-1,-1,-1
60,2,1,700,-1,1,-1,2,7
30,1,1,700,-1,-1,-1,-1,-1
11,1,1,700,1,-1,-1,-1,-1
62,2,1,700,-1,1,-1,2,6
10,1,1,700,2,-1,-1,-1,-1
12,1,1,700,1,-1,-1,-1,-1
17,1,2,700,1,2,-1,2,8
30,2,2,700,-1,1,-1,2,7
38,2,1,700,-1,-1,-1,-1,-1
16,1,1,700,1,2,-1,2,8
51,2,1,700,-1,-1,-1,-1,-1
10,1,2,700,1,-1,-1,-1,-1
12,1,1,700,1,-1,-1,-1,-1
5,1,2,700,1,-1,-1,-1,-1
25,1,1,700,-1,2,2,1,-1
6,1,1,700,1,-1,-1,-1,-1
10,1,1,700,1,-1,-1,-1,-1
16,1,2,700,1,2,-1,2,8
34,2,1,700,-1,-1,-1,-1,-1
11,1,2,700,1,-1,-1,-1,-1
8,1,1,700,1,-1,-1,-1,-1
10,1,2,700,1,-1,-1,-1,-1
41,2,2,700,-1,-1,-1,-1,-1
23,2,2,700,2,-1,-1,-1,-1
13,1,1,700,1,-1,-1,-1,-1
29,2,1,700,-1,-1,-1,-1,-1
46,2,2,700,-1,-1,-1,-1,-1
38,2,1,700,-1,-1,-1,-1,-1
30,2,2,700,-1,-1,-1,-1,-1
13,1,1,700,1,-1,-1,-1,-1
8,1,2,700,1,-1,-1,-1,-1
38,2,2,700,-1,-1,-1,-1,-1
18,1,2,700,1,2,-1,2,8
19,2,2,700,2,1,-1,2,7
11,1,2,700,1,-1,-1,-1,-1
15,1,2,700,1,-1,-1,-1,-1
22,1,1,700,2,-1,-1,-1,-1
35,1,1,700,-1,-1,-1,-1,-1
7,1,1,700,1,-1,-1,-1,-1
12,1,2,700,1,-1,-1,-1,-1
8,1,1,700,1,-1,-1,-1,-1
34,2,1,700,-1,-1,-1,-1,-1
38,2,1,700,-1,-1,-1,-1,-1
28,4,2,700,-1,-1,-1,-1,-1
46,2,2,700,-1,-1,-1,-1,-1
48,2,2,700,-1,2,-1,2,7
37,2,1,700,-1,-1,-1,-1,-1
54,2,1,700,-1,-1,-1,-1,-1
24,1,1,700,2,2,-1,2,9
19,1,2,700,1,2,-1,2,8
29,2,1,700,-1,-1,-1,-1,-1
16,1,1,700,2,-1,-1,-1,-1
23,1,1,700,2,-1,-1,-1,-1
6,1,1,700,1,-1,-1,-1,-1
14,1,1,700,1,-1,-1,-1,-1
27,1,1,700,-1,1,-1,2,7
45,2,2,700,-1,-1,-1,-1,-1
11,1,2,700,1,-1,-1,-1,-1
17,1,1,700,1,2,-1,2,8
83,2,1,700,-1,-1,-1,-1,-1
11,1,1,700,1,-1,-1,-1,-1
16,1,2,700,1,1,-1,2,8
17,1,1,700,1,2,-1,2,8
38,2,1,700,-1,-1,-1,-1,-1
57,3,2,700,-1,1,-1,2,7
57,2,2,700,-1,-1,-1,-1,-1
44,2,1,700,-1,-1,-1,-1,-1
38,2,2,700,-1,-1,-1,-1,-1
10,1,2,700,1,-1,-1,-1,-1
15,1,1,700,1,2,-1,2,8
9,1,1,700,1,-1,-1,-1,-1
64,2,2,700,-1,1,-1,2,7
30,2,2,700,-1,1,-1,2,7
10,1,2,700,1,-1,-1,-1,-1
12,1,2,700,1,-1,-1,-1,-1
17,2,2,700,2,1,-1,2,7
21,2,2,700,2,1,-1,2,7
42,2,2,700,-1,-1,-1,-1,-1
54,2,2,700,-1,2,-1,2,7
7,1,1,700,1,-1,-1,-1,-1
60,2,2,700,-1,1,-1,2,6
59,3,1,700,-1,-1,-1,-1,-1
23,1,1,700,2,-1,-1,-1,-1
35,2,2,700,-1,1,-1,2,8
23,2,2,700,2,-1,-1,-1,-1
16,1,2,700,1,2,-1,2,8
14,1,2,700,1,-1,-1,-1,-1
22,1,2,700,2,2,-1,2,7
17,1,1,700,2,-1,-1,-1,-1
59,2,1,700,-1,1,-1,2,6
27,1,2,700,-1,2,-1,2,7
24,2,1,700,2,-1,-1,-1,-1
12,1,1,700,1,-1,-1,-1,-1
10,1,2,700,1,-1,-1,-1,-1
36,1,1,700,-1,-1,-1,-1,-1
66,2,1,700,-1,-1,-1,-1,-1
12,1,1,700,1,-1,-1,-1,-1
24,1,1,700,2,-1,-1,-1,-1
43,4,1,700,-1,-1,-1,-1,-1
38,2,1,700,-1,-1,-1,-1,-1
38,2,1,700,-1,-1,-1,-1,-1
47,2,2,700,-1,2,-1,2,7
26,1,1,700,-1,-1,-1,-1,-1
34,2,1,700,-1,-1,-1,-1,-1
28,2,2,700,-1,1,-1,2,7
8,1,2,700,1,-1,-1,-1,-1
24,2,2,700,2,1,-1,2,7
41,2,2,700,-1,-1,-1,-1,-1
37,2,1,700,-1,-1,-1,-1,-1
13,1,2,700,1,-1,-1,-1,-1
15,1,2,700,1,2,-1,2,8
48,2,1,700,-1,-1,-1,-1,-1
20,1,2,700,2,-1,-1,-1,-1
25,1,1,700,-1,-1,-1,-1,-1
59,2,2,700,-1,1,-1,2,7
30,2,1,700,-1,-1,-1,-1,-1
5,1,1,700,1,-1,-1,-1,-1
55,2,1,700,-1,-1,-1,-1,-1
61,2,1,700,-1,-1,-1,-1,-1
35,2,1,700,-1,1,-1,2,9
34,2,2,700,-1,1,-1,2,7
18,1,2,700,1,2,-1,2,8
70,2,1,700,-1,-1,-1,-1,-1
29,1,2,700,-1,-1,-1,-1,-1
59,2,1,700,-1,-1,-1,-1,-1
13,1,1,700,1,-1,-1,-1,-1
10,1,2,700,1,-1,-1,-1,-1
40,2,1,700,-1,-1,-1,-1,-1
9,1,2,700,1,-1,-1,-1,-1
22,1,1,700,1,2,-1,2,8
65,2,1,700,-1,-1,-1,-1,-1
40,2,2,700,-1,1,-1,2,7
57,4,1,700,-1,1,-1,2,7
23,1,1,700,2,-1,-1,-1,-1
18,1,2,700,2,-1,-1,-1,-1
33,1,1,700,-1,-1,-1,-1,-1
46,2,2,700,-1,-1,-1,-1,-1
21,1,1,700,2,-1,-1,-1,-1
38,1,1,700,-1,-1,-1,-1,-1
81,2,1,700,-1,1,-1,2,6
10,1,1,700,1,-1,-1,-1,-1
34,2,2,700,-1,-1,-1,-1,-1
8,1,1,700,1,-1,-1,-1,-1
6,1,2,700,1,-1,-1,-1,-1
85,3,1,700,-1,1,-1,2,6
18,1,2,700,2,1,-1,2,7
6,1,2,700,1,-1,-1,-1,-1
47,2,1,700,-1,-1,-1,-1,-1
10,1,1,700,1,-1,-1,-1,-1
7,1,1,700,2,-1,-1,-1,-1
28,2,2,700,-1,-1,-1,-1,-1
16,1,2,700,1,2,-1,2,8
44,2,1,700,-1,-1,-1,-1,-1
55,2,1,700,-1,-1,-1,-1,-1
69,2,1,700,-1,1,-1,2,6
13,1,2,700,1,-1,-1,-1,-1
37,2,1,700,-1,-1,-1,-1,-1
13,1,2,700,1,-1,-1,-1,-1
55,2,2,700,-1,1,-1,2,7
46,2,2,700,-1,-1,-1,-1,-1
8,1,1,700,1,-1,-1,-1,-1
37,1,1,700,-1,-1,-1,-1,-1
71,2,2,700,-1,1,-1,2,6
33,4,2,700,-1,1,-1,2,7
65,3,2,700,-1,1,-1,2,6
46,2,2,700,-1,1,-1,2,7
6,1,2,700,2,-1,-1,-1,-1
15,1,2,700,1,2,-1,2,8
12,1,2,700,1,-1,-1,-1,-1
46,2,1,700,-1,-1,-1,-1,-1
56,2,1,700,-1,-1,-1,-1,-1
27,1,1,700,-1,-1,-1,-1,-1
51,2,1,700,-1,-1,-1,-1,-1
35,2,2,700,-1,1,-1,2,7
27,2,1,700,-1,-1,-1,-1,-1
35,2,2,700,-1,-1,-1,-1,-1
27,1,1,700,-1,-1,-1,-1,-1
5,1,2,700,2,-1,-1,-1,-1
32,1,2,700,-1,1,-1,2,7
28,2,1,700,-1,-1,-1,-1,-1
41,2,2,700,-1,-1,-1,-1,-1
22,2,2,700,2,1,-1,2,7
47,2,1,700,-1,-1,-1,-1,-1
14,1,2,700,1,-1,-1,-1,-1
15,1,1,700,1,2,-1,2,8
38,2,2,700,-1,-1,-1,-1,-1
9,1,1,700,2,-1,-1,-1,-1
12,1,2,700,1,-1,-1,-1,-1
8,1,2,700,1,-1,-1,-1,-1
77,2,1,700,-1,2,-1,2,6
22,1,1,700,2,1,2,1,-1
44,2,2,700,-1,-1,-1,-1,-1
39,2,2,700,-1,-1,-1,-1,-1
25,1,1,700,-1,1,-1,2,7
38,2,2,700,-1,1,-1,2,7
54,2,2,700,-1,-1,-1,-1,-1
7,1,2,700,1,-1,-1,-1,-1
7,1,2,700,1,-1,-1,-1,-1
18,1,1,700,1,2,-1,2,8
8,1,1,700,1,-1,-1,-1,-1
12,1,2,700,1,-1,-1,-1,-1
5,1,2,700,1,-1,-1,-1,-1
60,2,1,700,-1,1,-1,2,6
12,1,1,700,1,-1,-1,-1,-1
45,2,1,700,-1,-1,-1,-1,-1
43,2,2,700,-1,1,-1,2,7
37,4,2,700,-1,1,-1,2,7
36,2,1,700,-1,-1,-1,-1,-1
6,1,1,700,1,-1,-1,-1,-1
9,1,1,700,1,-1,-1,-1,-1
5,1,2,700,1,-1,-1,-1,-1
22,1,2,700,2,-1,-1,-1,-1
33,2,2,700,-1,1,-1,2,7
7,1,1,700,1,-1,-1,-1,-1
52,2,1,700,-1,-1,-1,-1,-1
41,1,1,700,-1,-1,-1,-1,-1
68,2,1,700,-1,-1,-1,-1,-1
22,1,2,700,2,2,-1,2,9
5,1,2,700,2,-1,-1,-1,-1
15,1,1,700,1,-1,-1,-1,-1
52,4,2,700,-1,1,-1,2,7
37,2,2,700,-1,-1,-1,-1,-1
32,2,1,700,-1,-1,-1,-1,-1
30,2,2,700,-1,-1,-1,-1,-1
7,1,2,700,1,-1,-1,-1,-1
5,1,2,700,1,-1,-1,-1,-1
65,1,2,700,-1,1,-1,2,6
27,2,1,700,-1,-1,-1,-1,-1
14,1,1,700,2,-1,-1,-1,-1
10,1,1,700,1,-1,-1,-1,-1
30,2,1,700,-1,-1,-1,-1,-1
32,2,2,700,-1,1,-1,2,7
23,2,2,700,2,2,-1,2,7
33,2,1,700,-1,-1,-1,-1,-1
11,1,2,700,1,-1,-1,-1,-1
20,1,2,700,2,2,-1,2,7
42,2,1,700,-1,-1,-1,-1,-1
14,1,1,700,1,-1,-1,-1,-1
16,1,1,700,1,2,-1,2,9
64,2,2,700,-1,1,-1,2,6
35,2,2,700,-1,1,-1,2,7
26,1,2,700,-1,-1,-1,-1,-1
13,1,1,700,1,-1,-1,-1,-1
7,1,1,700,1,-1,-1,-1,-1
54,4,2,700,-1,1,-1,2,7
41,2,2,700,-1,1,-1,2,7
32,2,1,700,-1,-1,-1,-1,-1
33,2,1,700,-1,-1,-1,-1,-1
63,2,2,700,-1,-1,-1,-1,-1
37,2,1,700,-1,-1,-1,-1,-1
20,1,2,700,2,-1,-1,-1,-1
27,2,2,700,-1,-1,-1,-1,-1
16,1,2,700,1,1,-1,2,7
51,2,2,700,-1,-1,-1,-1,-1
31,1,1,700,-1,-1,-1,-1,-1
